sample_id,source_index,split,label,text_sha256
tram-000049,48,train,T1140,9ea17f1fe9b73b68e6ca0c989bb39146df2b4773d5cbebdcac18188578272df4
tram-000050,49,train,T1005,e9f8026fd482331a309858d05cf48e808f0f1277f8871fe3a72982217da833e2
tram-000051,50,validation,T1055,b3a79ff7f98853326ea75969e61502e27ba05a2078d6155ea764eab9dd2748fe
tram-000052,51,train,T1055,eb97b5621df656276f176dc41f8a763571fc8c73704311547c38f8300edf7759
tram-000053,52,train,T1569.002,e11b220009616df5a80ac5d9fde22bf8de74ebf87d67324f126fe6e3f284fed4
tram-000054,53,train,T1078,660f6fd9a9b091b8a8a5e3f17e9023cb996b70d248fa4fbf202a722510bf551c
tram-000055,54,train,T1071.001,f4bee2436132c6c1f9912eb622a9e9dde7ccd54e3241ea8e9d2030168d6c1e63
tram-000056,55,train,T1543.003,cf3f70bd667ce09346d3ed27edaa4ae913333ae552ce6ddb8e56f84865c75a82
tram-000057,56,test,T1140,2400a0b81c9b157129220e67ee7d9fc3859284ba7a160bf55e9c6a65fb825f0b
tram-000058,57,train,T1027,3b92e8b0c6654df4f2adb7a2cffcbde258aabe0aecf5fc157f6e7569daf54f16
tram-000059,58,train,T1047,eeab6723623c7e02160d48cddbd14956a614615e5448b73b0481a89b59f62fe3
tram-000060,59,train,T1005,77c2a629bfe11bff6a68ae0dfa9c85d161f2e7b002aae1b40d8f3372e5724dcb
tram-000061,60,train,T1041,1ad8f3f4bb4134014f223b1a326b40a4f576e13f0dd95eb4f5170435457a649f
tram-000062,61,train,T1027,81c8065d30b146c1c4d18af4f3ecaf9e9821b1803f883131046bb56c50ae9386
tram-000063,62,train,T1566.001,961d1f9cf24d9568df31ecefc72d3c7c3884e37195b422de26a203e1b3ced46e
tram-000064,63,validation,T1082,1f6756d2aa676f5fcd2270333f0053f501b945cc0564eadc0f518e8edec9e035
tram-000065,64,train,T1033,ddf254f07276396c9d712ae40e217d8cec52fbb6d73a583496fa3ba4a050da8e
tram-000066,65,train,T1027,f9bf9781cf4818f89e82f424ffc6f258186cbbf40a2c3bc0f71b1837a962e253
tram-000067,66,train,T1564.001,3f2f9a377b3f9fe043c64e88d1b2f1a2879180a6e1d489e30ad622eaa985185b
tram-000068,67,train,T1562.001,7d7372fb90ed1ab08d9a19da7bd8e04ce3dcaacfceef9543295a13c9a29573af
tram-000069,68,train,T1057,9f27f2d54f54bb49c3ddee7c01bd1f62cefab2426c7c8b531245e42a304ef717
tram-000070,69,train,T1204.002,b98662610586a01620373b12c75d5d9cb13f6cf2381bf4982ba1a27f795ea8ac
tram-000071,70,validation,T1003.001,738d60ceeef5c71a6a2db65c45efa17c7cad61c1876b4578bd4b1542490201ee
tram-000072,71,train,T1071.001,d7d737c2e3a91930c46dfd40c888e4b3d91af535f5bfa387d6ca9a657803cec6
tram-000073,72,train,T1105,0dcc86e45fcd71d5debf163149ece8f31c268f54031fccd893dad1794b1cb582
tram-000074,73,train,T1036.005,a21f913c887a5481c2c049b6cda1d392dfdc5fbbf2fbef56ff629c29045c56b9
tram-000075,74,train,T1562.001,ef3ff92235b8c4618c85ad3ef8e3fdbb7744d3c275179b33a161ef4a4dc3b83c
tram-000076,75,train,T1016,eeea061f039fe9550c31ff9c109f7ec19043541418a9f27556c33748cb5ae125
tram-000077,76,test,T1027,ace209575149ce266879ad97f28bfed2919828af1bb73ba82442d724b5962ef2
tram-000078,77,train,T1219,fade957ec2e363521f0aa782327cd9fa498a2f22a140f346e20c182610263ac6
tram-000079,78,train,T1543.003,ff31a741e06105c693e0cfce73b4b29e642ed5d3092d02e9f16acdcb472ded95
tram-000080,79,test,T1113,16c7a4c6827306c12252bd42f0f85e836cbbadc539c10ff51d788b720551354f
tram-000081,80,test,T1027,b0717a01d8cd4d89b49f1af30e896a1b97e2750511759425c19534eb21359cef
tram-000082,81,train,T1082,5f94a8c883eafe67bbc06fa9b436e18efd94717445cd96d3f313ccfd3e25c5f9
tram-000083,82,train,T1083,157512ecb86fed340386af970326dba4659fffdcf80178cae24850e552088c83
tram-000084,83,train,T1047,bc6c7b31b9eba623e9df47ceac209793f26c4f186386dbbe19fef8fd685a796e
tram-000085,84,train,T1140,116d2bcdf4214ce7d5d2e4cc91a1740fa6652baaf11bfbde1b63578bee958d02
tram-000086,85,train,T1112,befed59e56773116225be77afb0b6c9e3ae501ae454fb671ae6e9159ed070345
tram-000087,86,train,T1059.003,e8f99f48eff52bc254febd658f7cd4a6b07d10deb48d3ea8cbbb3a3d2f3e4a57
tram-000088,87,train,T1003.001,379473fb4ee7808376d5c66d8153d4ab5651b95903c316e2cf82f25e8c2b5ee9
tram-000089,88,validation,T1071.001,8753701d2c5178857bc855132fb38848ae6185c87f2ad1a007a7b3b437e34340
tram-000090,89,train,T1071.001,b45bd1c625d803ef230256754b90b4d67c43acdbd996e3d2482d36d42e5a5d81
tram-000091,90,train,T1059.003,cd8616448ec4aafa6a571b605001849b3bfdb2c099fdb58084749670ae362a23
tram-000092,91,train,T1012,205addf4d46fe140177edadf9784b1baba121199cd91b0f22636204f519cf234
tram-000093,92,test,T1082,49db8cb5361d472445042bdac8a1f157873b086dce4bb4d696ebeb3fa385554d
tram-000094,93,validation,T1033,a483f0720b1fb05a2ec5c3360fd64b4013aa23674813bb1de9d6b35e5c20bea1
tram-000095,94,train,T1552.001,ee0b911544d5a7262ed56bc6c7d19fe40224dd051ef32f67e9a3c9af10da5ebb
tram-000096,95,validation,T1518.001,28daa375be968ff702f5fd83fda4d7f007f146e5c6ac418a4d5b3320cfe74fa4
tram-000097,96,test,T1059.003,d3f1af60aae52853d738822eb4f498017909e3e916d1320b91738d1b91892e4c
tram-000098,97,train,T1005,215ee26bdf874b4f65d257d7f5c8eb489435c7b94988a967c702072c6dff74b9
tram-000099,98,train,T1083,2346fdc05afe769c9ecc1d2d6840f7127abd1a55c5c49c92dd1d43f384b30474
tram-000100,99,train,T1204.002,a6df3bcc7f276f90f9344e92a3a5c1df81fd95a5b53e34f85b108730c1ec0929
tram-000101,100,train,T1204.002,a245f041e4c97abf3d8ce43dd60579982b7d1de1cfe8a56d938451f4f0662f5e
tram-000102,101,test,T1027,6a98a9163dd016f97dd3fddec9d9f857ae49df8956d5869e955f98467fd9bb11
tram-000103,102,train,T1112,9e667a1cd1cb7951f347bb6169c8bf95645ac16b92e0c16bd4d7e79532350f7a
tram-000104,103,validation,T1056.001,f963910b8c3267aa9fae4a95ca827e81a7a6d3de4243481bdabc2d4d70927d6d
tram-000105,104,train,T1055,85f4cfdea3217af044ec48efe035b632a9b61eb58e0742e2d9254a2afb37d040
tram-000106,105,train,T1027,d0e4aa740588312bd8c2d5e86770c7767dce5c403bdec8c3d2869eb1acee2ebc
tram-000107,106,validation,T1082,8a50ad3532cf3ef7612cc20cf8745d762f414d6b7f4a675e89e04e7cd2564b52
tram-000108,107,test,T1112,db35693e9835691c32b5e06e6593899841d6b41ad68d7ed52c366f28314a1cba
tram-000109,108,validation,T1557.001,08f09f62f7604bc0fc6d427e08b7dab76ceef13a4630e4a2b6bdfea0fb76d68a
tram-000110,109,train,T1041,89bc179bfe09477d32b385cc01510cec75995b08b14fed94775362587a563518
tram-000111,110,train,T1033,cbffabbbba121ccded6a26722649c7a5318a21d8538faea4f1c46e2efcaa5257
tram-000112,111,train,T1033,71427feec0fde5187a9c3f09e69dc2f9183e383c8077fd5e9c9454817aa92cbf
tram-000113,112,train,T1070.004,6aff8f5fc7c5cd712453ddd5b6ce7b69b0e2a43d2a4afbb3b1763b8b1b87f82d
tram-000114,113,train,T1082,37e54b7725cc3a84d9fc3fa81aa8d3f0f9b10cbc4f716c86f66368320d2da2be
tram-000115,114,train,T1033,3b3bcf5fdd11a26a50899016e5a5b543455c8a44d5c526b237ff0d8692c65d2b
tram-000116,115,train,T1082,1d2deb8fb28291dfa7bf62b7cf1f20d04ed5db7f151bb3a556b28af881ea8416
tram-000117,116,train,T1112,bec2b445b04ed11ddc5db18646813c091502bcad2a9d260a4700c75d2ab056d6
tram-000118,117,train,T1055,aa8b857b2ec042b2cbef6dd62f45ea401136810be31db2a662e731b2fd989c87
tram-000119,118,train,T1059.003,3ef03dddaf4930c9e199413c3eff25aa899714d4e0dc42a14b2f99c0e2c12a01
tram-000120,119,validation,T1083,1162fa06b9e461ad940f147334b714fbb3fee5ba251d862d0ce6a77eaa09d679
tram-000121,120,train,T1547.001,9d711425cf08dfc4def177f6c3711ae5590baa056a186f89aa959c6116af1ab8
tram-000122,121,train,T1548.002,a07f1109b31d30bdecc7dc6e3f3451aa88f9bc31e297740ea3d5f62dcb2131c3
tram-000123,122,train,T1053.005,3f8e0addd41e66535d1e7835d9ba88f677a72cf21f2c250d8559fdb410a17e03
tram-000124,123,test,T1090,8554fa9e83badd9f56b186944e7d0dc37fd8d130995009e61c70a95890d33712
tram-000125,124,train,T1016,f16b1f4167462adf5a11975bce5310e29a195ba1af13b650159b623d2fa99694
tram-000126,125,train,T1070.004,ab24f747b0b70d50cb0618ea85a0592c826c4a169a9be4322699498a09e19e7a
tram-000127,126,train,T1140,6b6183d2c34c5f3e4da34db58c9b81f7d6dc9d0c90a4ec1d7efd3adc139c53fd
tram-000128,127,train,T1059.003,cd26a0f6a7af14994efbb58ecd8cf349825c1bbc11f51970a1d5f715f21ca9d6
tram-000129,128,train,T1055,84d97f6a9e9096daef967ab5fd94a97d176485f3a9e41e88a0ed0c700c341119
tram-000130,129,train,T1082,b7761e39cc0f95a364d1147a6c795465c684fdc8cacc402ef5c5f7412748ea03
tram-000131,130,train,T1071.001,31d1044fdad726fa2b426b5fafe9e32bbf01721e60e0f1a5bc7d368ca9556d9e
tram-000132,131,test,T1027,0eb13c8d8014df992b2037b6a1d0a5020e7e4fc69bae5070f9f45047d29fc019
tram-000133,132,train,T1059.003,2d11ac8e65d8bbe21f40d4019411734b471e41f793c5035e3f6cc065f32e6100
tram-000134,133,train,T1110,0302a58dcac98cb56c28d9f3307c3c815ea4fad0ca61c497694ff490e46561fa
tram-000135,134,train,T1033,4d03df17262ca7d1f34b04ca48398e0dac6f9dd3191fd05f0aa68d640a310cf7
tram-000136,135,validation,T1016,254b43d6084f34f25f47392fdbb356a2a78531c8544beb82242cb2e2a0695b36
tram-000137,136,train,T1041,d418de83d764bb27283ef36258f68a3f11b236f516b164ca3ea3792bdbadfd33
tram-000138,137,train,T1041,d19b5392b573ad4008c86551a79d7492995fb7f5379821fafcfa8c82d88a3660
tram-000139,138,train,T1105,c22b55bb237fe8a529f62d5e0cb5c67a09cf629f0b40bf15d7111312d807f132
tram-000140,139,train,T1562.001,4017bfadcd99b724457edd035272aa660b919ed464dea6110979b9040a797453
tram-000141,140,train,T1071.001,33dca5178c8feb46cf44f56d274a4fea4f99c142f75e077d3ca441ed93f14f93
tram-000142,141,train,T1204.002,5fecbb8676aee94f85e4203692e43b9ef0cd236139438445cce50967314c0e6a
tram-000143,142,train,T1219,5e32c4c674be4661da6e3ae8f66359df42a0d8408c8dcb808f8429fb01e39227
tram-000144,143,train,T1005,803961aa0fbc331af2f990caa743e60c20a63f9159cbb69986dc0d8d0854bda7
tram-000145,144,validation,T1027,bf07bd13aa619460df24fbc56278b4c884add51bf89ea5a12d80f48b0d4ba20f
tram-000146,145,train,T1078,ce9506921dfda8a784921172996ac6fb84ceef5e2bae5c9939d001b963d99749
tram-000147,146,train,T1548.002,d110f7df57e2b3fbbb07873423f035ab70c11c8f3d754fbcc6afdf057c21fa5e
tram-000148,147,train,T1082,e116222cca605da5a96f3caeb2f2f51e582800f5950c02d513139023a01160c7
tram-000149,148,train,T1005,dde345b26fc254b8b0a70c285261f579d2e95f83c511dd4bf69b2e39e8d4b857
tram-000150,149,test,T1071.001,3479b92ffcd68600ef396bfb5d89b21c09ec437c502dc294eafea13810785261
tram-000151,150,train,T1027,293d5d03d0bada6a8ff24fbf705ff4c8e4ec5ef649770bbf76b3141b944abce2
tram-000152,151,train,T1057,638b32cf6d37d09600db92c9f7ab255623f3d37f18a582007f7674d3b746327d
tram-000153,152,train,T1090,ea505f64a2178d0c08299affff1e87464d8b9e1aa144750d805b2273ab08edc8
tram-000154,153,train,T1053.005,40590cf6896d672d5f6fc6db9b781aa7217bc85d9ebbb122949320a137b6980b
tram-000155,154,train,T1071.001,4af4fa8873e2aa9582eff87638564774fffd6f50ec125e197cf16181fb3e454e
tram-000156,155,train,T1027,c5c1f63f22f414d462a05b9466f1436114331b7c5c416cf472d9e3c9e4c8db9c
tram-000157,156,train,T1569.002,2275b6dc5dd0f194027023e5d9a7c43f11afe6f32f662c080a3e8c1bb9b34109
tram-000158,157,train,T1027,edab8e4ddb84555f4451bb66853e1bec9ce772e6a83fe6ca1218598e898f7148
tram-000159,158,train,T1570,aaca2b2289058d5e70de66b1f667345f86ca4b0e245048b5f08e6e4edf5645f9
tram-000160,159,train,T1105,63fe2dec539c54abeabe7408d75c436c4d80ea2c080c81000fbe3af5ed1a466a
tram-000161,160,train,T1056.001,fb6cebaf11937d293d04a0caaf80357eb1372ca8bee4aaf9796da81715c2a8c8
tram-000162,161,train,T1090,b23ae17ac210b18fcb97428c6d11695fdb0ec76e0150fb38ba118274c3f81794
tram-000163,162,train,T1569.002,98c7977c0dd5a6d1ee306a96543d92986a36ea845111726d87875c4707281c1f
tram-000164,163,train,T1027,3563556650ae1e1318a0eb923a5d30f511d41924e036918b5e412a6c92e96a29
tram-000165,164,train,T1105,066770c2172ab362cd40ad458c410c2588b15f494a0be89c5357190b6ac9d315
tram-000166,165,train,T1059.003,684967cffc199eb1150ad1af86d072858da55baa9d75f743708786869676c3d4
tram-000167,166,train,T1219,ce46bc50808945d68d4cbd11019dd952b8dcc45ad53a9c4661eeed3a3fba23cc
tram-000168,167,validation,T1574.002,fdabdf4c9367ff18d055513c79512bb97f05dc55f729a9a907dd24c7b53c75d8
tram-000169,168,train,T1083,4c7ce77bdad3bc79bc5d6dce5911618c37fd8c97cf43946c27c34af27ed4d408
tram-000170,169,test,T1016,000a6ce60a8e48e3e5f0089004a301efd34e53067fc1d29547d138639055221c
tram-000171,170,train,T1140,2e42894c4d357c16839aae5499d25b24411df1654a3baf658303ba0a78cce443
tram-000172,171,train,T1140,517fb18f9aa7d7a98a712a6f6ad3f2b806887ec1be9f0164b02ba23e6bc3865a
tram-000173,172,train,T1074.001,2cbcea85f2bc6f1e4a1388a57074ce3a1f13afabb07d55e463f4227035ac2618
tram-000174,173,test,T1106,b5d57809659b4fb416930006f0ddb97bb24e35773c39b3b74df1580eaac0cd13
tram-000175,174,train,T1055,34bf31debc0c2decabb88fbbc4e3f87ffa21d5d2cf8ccd5abf2885386b6aab58
tram-000176,175,train,T1090,a89c775aac1bc608238d0021960d842ef138562b8bae371e29d4d1d0a71e39d7
tram-000177,176,train,T1078,67310ec7132a23a0aa64522e7ee77fdc502bd0c60f2aa343b7cfe3a65c0a26d8
tram-000178,177,train,T1027,372f767fdf7357ea74da4d6aa0fbc6b8dadf896bc47b7d92dc5de1775e587998
tram-000179,178,train,T1106,60eff42fa16f431d6f1d9dc2995d25adbd71e93e0e164b2b28468b49e5ab82f2
tram-000180,179,train,T1082,146d5fa675ef24cbee21cf3894a8dc4d75749e8da75efb76b2292c3fb2703be2
tram-000181,180,train,T1105,251fc15148d7ee03d212e8be8647f912f73493786c03df9eb4f763ea63e91f35
tram-000182,181,train,T1543.003,ae2b9c17cd59bf7a9610886dbe5dacabed774891f02d37b3595fac8829034ee7
tram-000183,182,train,T1078,81e7a160fed8b194a04a68aea7c114870b9b2e82ea00c7e75ec78a2917c1aaf4
tram-000184,183,train,T1112,a8e742280b0a0d45a7b72d30b3b3563d0f7212f8d38defa77c9a57626e74c5df
tram-000185,184,train,T1573.001,c51937fb1cb289ccc2a67344bac53ef46ef18b80b64cdc970451836250efad72
tram-000186,185,validation,T1027,3b430728abe327d513e55a0110a91d7d22c79623c84ec359593a07bb8283cb13
tram-000187,186,train,T1547.001,39a5753fd6740b159367771c6b50066028e3aa47a070ec4dd834c767a2a274f6
tram-000188,187,train,T1140,27de5f326fbe813191cee620f142de4a19d37a678937678a53fd07fbf97df71d
tram-000189,188,train,T1059.003,b5b0dbfa2cc051a099a329250cedcc76bbf1815b886d9d4a34961ba1babc332a
tram-000190,189,train,T1518.001,2c7157c964fe57963da7a5761f693df341bcea150a1f09f54bf628a1f4e79fed
tram-000191,190,train,T1082,1bd316a41e6e0fd18fbe23ff86972d713302028578f604853dffc14af052be0b
tram-000192,191,train,T1056.001,9e23c2b53bbd7ff7d7c2948683b6eb7f998b33fcfcd569f36c5554fc0bb2345d
tram-000193,192,train,T1574.002,42e7c22e635e3110fb33ec0241146ea49cf6e7c2e91a650c9a5e69c0bf59e87f
tram-000194,193,train,T1106,66f4367a1991f9a819d3b63922fb8ff0c972484da1a20b3ca890031629b42542
tram-000195,194,train,T1105,b32ad5a7b659199e51b801055890940e3bb71315fc4ba0c730558a9415a5d1ec
tram-000196,195,train,T1033,2dc1425d1bccd3ed5feca1190e867abc4f9cb5db2adc15b09844083c3492d94f
tram-000197,196,train,T1016,e8e4696a1d8b41588953389c6bc01d4b469ffe5e5435658a47827a9caf7afe30
tram-000198,197,train,T1112,e3d718313534d6d0c4cc57de18c1cdd3e7d18d05b110355247c936bb82a64b7d
tram-000199,198,train,T1105,e1205aa4c42849751e158c9f0b6e28971bf2c4c2ef3dbd8dd8049c77bee66be2
tram-000200,199,train,T1071.001,8b406eb9f69b86634c3df9c2e543baaa24442f1f46f43a4d70f552456ea96059
tram-000201,200,train,T1012,154e04a68c6d32d95f916e4af9fcd1d86b478279b2dc00287f9f32d347782cf0
tram-000202,201,train,T1012,ebacea6362ca435575b29cfdbfa3605562b522ef3bf20dda4a8d7c9fc7d73204
tram-000203,202,train,T1204.002,6e01d49776044d03ec64619a36b50e04f79af080b248dd98ec1e3b1263642e2d
tram-000204,203,train,T1204.002,3791336c3e7346d26a9583474c013916c5195b9e04453d97c520082322190a82
tram-000205,204,train,T1070.004,37f76d4bb5454c3f0f1d431e6931ffdf4011f0795ee022a137d440781741d9a7
tram-000206,205,train,T1027,7e117891349d01c0de5b523c7a56e6cd14f1ee6511176cf35730a18df7b187e7
tram-000207,206,train,T1083,9b34335cd48eca95461ac9b30e4f833584e996478a85ed26ba8062222d4ff049
tram-000208,207,train,T1569.002,26a4eace080817a0255c8e71a6e6f216c268ba909ab31877bb3188ac456e5d44
tram-000209,208,train,T1021.001,dd17bf52135496c36fafc7d59d9e7a724d264196979985ce25126b08d4a52330
tram-000210,209,train,T1106,7bb9f094e90195a72b4dc8f62d846cc5fd7be5ad0060efc0424c486783d3c984
tram-000211,210,validation,T1070.004,9ac0935bda54cca4e3a09af926466919e380c6eb9f3518246d07b1a2fdd562b3
tram-000212,211,train,T1083,7af6f37eb419bdc766fb7b637d8f07a7bfd0c99d91c482d2e5109b0354392e8d
tram-000213,212,train,T1204.002,4b8fdee93522383b7b0d182ebfdb0d7000c1bcaea1e455c912fb7a362ffcacad
tram-000214,213,train,T1041,251d8d2139f027f1564c45dc27e73e4a47ca29b12e6faea0b7ef24b06542bdc9
tram-000215,214,test,T1012,3cc4113907f02e5d36b1059820f5c35bb1f4e8cd88856fdc4ce7dcadb30a1822
tram-000216,215,train,T1016,442e2a17bbb5640b0bb9bd2bc4d7fc1ff9657481a921da1ca7347258c956ea22
tram-000217,216,validation,T1547.001,e20017e1799fe01decc7ee16d5ed1ba350f209ca41cfdc28e08e6b63211f57a5
tram-000218,217,validation,T1055,61c5fa8041b304ebadded8a2eb258221660325f0e77181e920a5d5ac6b3757e0
tram-000219,218,validation,T1003.001,045bc4720de64e6527e284d2b8bf705fbee70abf4f5c6de95c7236be2d53e55f
tram-000220,219,train,T1105,06a8ab684d0f2c67629718691e14d88e5787cb397534985caaae359f9f15a575
tram-000221,220,train,T1056.001,c746148f3b8d7f8ad50b88193b2c77cb8fd384d60d1c2e1dcd2839ca4a040d76
tram-000222,221,train,T1140,3f81fc61dbab14159e203d32c5e7c9601a33c28cd778a00f235a93cbc202d732
tram-000223,222,train,T1033,71427feec0fde5187a9c3f09e69dc2f9183e383c8077fd5e9c9454817aa92cbf
tram-000224,223,train,T1021.001,7e945d2d35fb74011470aeb6cd846e85f13ca13219ee81327b738ff61ac11cfa
tram-000225,224,train,T1027,66fff6f993ac80f07231ccf70f9cb4d19a7206cd877afa90bf2d949ba5f0f482
tram-000226,225,train,T1105,c13add01a45b3a00ea12c66d3c97438cfa7e35608d4f6d256872c144a62b7a06
tram-000227,226,train,T1082,739d1da4536e292f3597ada5d1c342cb9c9c236dff959268a2455877385d0e8b
tram-000228,227,train,T1056.001,0db8200f9aa765fec9bb5902726bd2150d3f4341fdfeaf8bddcd243ed3ce3ea3
tram-000229,228,train,T1033,071de404a53a973183230d72fd7c81fe93f776518040715bad9b0e8a0f07b7f9
tram-000230,229,train,T1033,718355b5768c3b8a139c260465f6ac2d48445a334622e921167d8d54017109ee
tram-000231,230,train,T1012,5e3289aa8a5257a4c186dd60338756588fecfdca4bff79c8dc34b208ecfe1ba5
tram-000232,231,train,T1056.001,2da71f843db25fa24c35f15f26777032fcf94d5b80c7cc0e9acc1b2c2bd2d374
tram-000233,232,train,T1562.001,32e56c5922e3288af67c085fddd9452bc0f738e52559fa7c7fb3647634d69284
tram-000234,233,train,T1071.001,0cc75716facc2aafb6fc3f1b945bb7d2914690dd1757d9c49559d8a0a96c0724
tram-000235,234,train,T1027,f026a10fca47522ce103b24bd5e72a932097de57683372fff1064ba83a8623b3
tram-000236,235,train,T1055,8eafebb5c271abb13d4417738ad3e56bc298d53ff30603e0b6e1c6ae975b55c0
tram-000237,236,train,T1005,f6fdb332fcfd2e4a3dc0c03de044adfbb65cf504ece0af04eb2309b14a4445fa
tram-000238,237,train,T1059.003,06ad222b6ce4c41741783811748a8f441a8973bf7455304bcf67956afc71a948
tram-000239,238,train,T1552.001,15c3310d8b305d8cc2bfd16411b1a905afa35ecabed5de8602b16424c784b206
tram-000240,239,train,T1113,749205e42aa7562f7004646e6f728cbf40d273bc5cf00c2c9cafb6e36dedec29
tram-000241,240,train,T1082,d51e34a47a79465a0ef3916fe01fe667e8e4281ef3b676569e6a1a33419e51ea
tram-000242,241,train,T1047,a8fd401329241a9cf736974263454fd226f47982110e9787981f5684f27d2e17
